language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
32	Dutch	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	Y-pijn hebben	*				Здесь Y инкорпорируется, решили не брать						
32	Dutch	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	hebben	*				Это глагол иметь, решили не брать. В принципе он переходный (совпадает с 38)						
32	Dutch	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	bang zijn	NOM	van NP	Y	NOM_van	NV						
32	Dutch	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	gooien	TR	TR	TR	TR							
32	Dutch	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	genoeg … hebben	*				Не берем, не та структура зависимостей						
32	Dutch	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	lijken	NOM	op NP	Y	NOM_op							
32	Dutch	7	believe	X (believe) Y	верить	X (верить)Y-у	geloven	TR	TR	TR	TR							
32	Dutch	8	take	X (take) Y	взять	X (брать) Y(-а)	pakken	TR	TR	TR	TR							
32	Dutch	9	see	X (see) Y	видеть	X (видеть) Y(-а)	zien	TR	TR	TR	TR							
32	Dutch	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	invloed hebben	NOM	op NP	Y	NOM_op	CV						
32	Dutch	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	tegenkomen	TR	TR	TR	TR							
32	Dutch	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	binnengehen	TR	TR	TR	TR							
32	Dutch	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	winnen	NOM	van NP	Y	NOM_van							
32	Dutch	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	uitgaan	TR	TR	TR	TR							
32	Dutch	15	drive	X (drive) Y	гнать	X (гнать) Y-а	jagen	TR	TR	TR	TR							
32	Dutch	16	bend	X (bend) Y	гнуть	X (гнуть) Y	buigen	TR	TR	TR	TR							
32	Dutch	17	tell	X (tell) Y	говорить	X (говорить) Y-у	zeggen	NOM	tegen NP	Y	NOM_tegen							
32	Dutch	18	hold	X (hold)Y	держать	X (держать) Y(-а)	houden	TR	TR	TR	TR	Совпадает с 46, 119, но Берем, потому что особое управление						
32	Dutch	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	bijhalen	TR	TR	TR	TR							
32	Dutch	20	milk	X (milk) Y	доить	X (доить) Y-а	melken	TR	TR	TR	TR							
32	Dutch	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	bereiken	TR	TR	TR	TR							
32	Dutch	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	aanraken	TR	TR	TR	TR							
32	Dutch	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	vechten	NOM	met NP	Y	NOM_met							
32	Dutch	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	vrienden zijn	NOM	met NP	Y	NOM_met	NV						
32	Dutch	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	denken	NOM	aan NP	Y	NOM_aan							
32	Dutch	26	eat	X (eat) Y	есть	X (есть) Y	eten	TR	TR	TR	TR							
32	Dutch	27	fry	X (fry) Y	жарить	X (жарить) Y	bakken	TR	TR	TR	TR							
32	Dutch	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	wachten	NOM	op NP	Y	NOM_op							
32	Dutch	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	vergeten	TR	TR	TR	TR							
