language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
67	Macedonian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	боли	ACC	SBJ	X	ACC_SBJ							Accusative clitic: yes (X). 		
67	Macedonian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	боледува	SBJ	od	Y	SBJ_od									
67	Macedonian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	се плаши	SBJ	od	Y	SBJ_od							 REFL		
67	Macedonian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	фрли	SBJ	ACC	TR	TR									
67	Macedonian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	има доволно	*	*	*								 Не засчитываю, неправильная структура составляющих		
67	Macedonian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	личи	SBJ	na	Y	SBJ_na							" Вариант со Маja, больше подходит для симметричной ситуации (они похожи друг на друга). В этом втором варианте перевода было ""си личи"", где си -- этический датив (себя-PRO.REFL.DAT). "		
67	Macedonian	7	believe	X (believe) Y	верить	X (верить)Y-у	верува	SBJ	DAT(na)	Y	SBJ_DAT(na)							 Тот же глагол и та же модель, что 114		
67	Macedonian	8	take	X (take) Y	взять	X (брать) Y(-а)	зеде	SBJ	ACC	TR	TR									
67	Macedonian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	гледа	SBJ	ACC	TR	TR							Accusative clitic: yes. Тот же глагол, но другая конструкция, чем 95		
67	Macedonian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	влијае	SBJ	vrz	Y	SBJ_vrz									
67	Macedonian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	се сретна	SBJ	so	Y	SBJ_so							 REFL		
67	Macedonian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	влезе	SBJ	vo	Y	SBJ_vo									
67	Macedonian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	победи	SBJ	ACC	TR	TR							Accusative clitic: yes. 		
67	Macedonian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	излезе	SBJ	od	Y	SBJ_od									
67	Macedonian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	брка	SBJ	ACC	TR	TR							Accusative clitic: yes. Тот же глагол и та же модель, что 43		
67	Macedonian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	наведна	SBJ	ACC	TR	TR							Accusative clitic: yes. 		
67	Macedonian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	рече	SBJ	DAT(na)	Y	SBJ_DAT(na)									
67	Macedonian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	држи	SBJ	ACC	TR	TR							Accusative clitic: yes. 		
67	Macedonian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	стигна	SBJ	ACC	TR	TR							Accusative clitic: yes. Тот же глагол, но другая конструкция, чем в 21		
